"comm_code","comm_name","hh_tot","hh_reg","totpop","males","females","density","urban","fheads","sexratio","avg_hs","malbl15","mal1019","mal1564","mal65ov","fembl15","fem1019","fem1564","fem65ov","popbl15","pop1019","pop1564","pop65ov","fem1549","totmed","malmed","femmed","dependency","cw_ratio","buddhist","muslim","christian","oth_rel","smam_t","smam_m","smam_f","t_nevmar","t_married","t_widow","t_divsep","m_nevmar","m_married","m_widow","m_divsep","f_nevmar","f_married","f_widow","f_divsep","t_lit15","m_lit15","f_lit15","t_attend","m_attend","f_attend","m_noeduc","m_pnc","m_prim","m_lowsec","m_sec","m_high","f_noeduc","f_pnc","f_prim","f_lowsec","f_sec","f_high","m25_no","m25_pnc","m25_prim","m25_ls","m25_sec","m25_high","f25_no","f25_pnc","f25_prim","f25_ls","f25_sec","f25_high","m_see","m_speak","m_hear","m_move","m_mental","f_see","f_speak","f_hear","f_move","f_mental","t_active","m_active","f_active","t_primsec","t_secsec","t_tersec","m_primsec","m_secsec","m_tersec","f_primsec","f_secsec","f_tersec","t_uer","m_uer","f_uer","d_own","d_rent","d_free","d_oth","l_city","l_gen","l_cg","l_kero","l_cand","l_batt","l_oth","f_fire","f_char","f_keros","f_lpg","f_elec","f_none","f_oth","t_not","t_sew","t_sep","t_pit","t_oth","w_piped","w_tubed","w_protect","w_unprot","w_rain","w_spring","w_bought","w_other","wl_within","wl_near","wl_away","area","note","last_update"
"230101","Angkaol","1450","1441","7464","3671","3793","197.3","0","16.5","96.8","5.1","1517","1049","2047","107","1434","966","2170","189","2951","2015","4217","296","1875","18.1","17.2","19.4","77","450.7","7462","1","1","0","23.4","23.9","23","30.2","62.8","4.5","2.5","33.9","63.8","1.2","1.1","26.7","61.8","7.5","3.9","58.05","68.9","48.16","29.71","31.33","28.18","11","1413","488","161","27","1","17","1271","404","62","3","1","4","587","196","77","18","1","5","477","87","13","2","0","16","2","0","36","8","8","1","3","21","8","64.02","63.99","64.05","92.32","1.64","6.04","90.26","1.76","7.98","94.27","1.52","4.21","0.23","0.26","0.2","1417","2","16","6","24","68","6","1168","1","174","0","1395","21","11","13","1","0","0","1045","93","288","3","12","7","42","16","468","176","727","3","2","121","504","816","37.8366","","2014-03-28 17:48:52"
"140601","Angkor Angk","965","962","4908","2489","2419","140.7","0","12.4","102.9","5.1","937","730","1467","85","837","606","1468","114","1774","1336","2935","199","1230","19.7","18.6","21.4","67.2","376.4","4891","17","0","0","24.4","25.4","23.3","32.6","61.7","4.2","1.4","37","61.3","1.4","0.3","28.3","62.1","7.1","2.5","82.1","90.21","74.15","30.82","33.38","28.18","22","1049","616","197","5","1","50","1164","312","78","0","0","9","407","344","115","2","1","37","581","94","39","0","0","7","3","2","5","4","5","10","4","15","1","63.47","61.85","65.13","96.37","0.6","3.02","95.17","0.69","4.14","97.54","0.52","1.93","0.71","0.84","0.59","939","1","21","1","30","12","0","53","0","867","0","950","2","1","5","1","3","0","151","6","2","803","0","2","124","5","25","0","806","0","0","292","668","2","34.8806","","2014-03-28 17:48:52"
"030701","Angkor Ban","2058","2053","8606","4113","4493","477.3","0","24.4","91.5","4.2","1418","1200","2440","255","1395","978","2703","395","2813","2178","5143","650","2068","23.1","19.9","25.8","67.3","390.2","6938","1659","9","0","24.6","26.1","23.2","29.1","61","8.3","1.5","34.6","62.5","2.1","0.9","24.4","59.7","13.8","2.1","84.38","90.58","78.99","32","35.04","29.23","50","1426","1187","514","60","1","88","1580","1052","437","31","1","33","722","553","265","54","1","65","968","489","185","28","1","25","7","7","16","17","39","5","7","16","12","58.03","60.5","55.77","77.36","5","17.65","75.59","6","18.42","79.12","4","16.88","0.97","0.84","1.1","1904","6","140","3","66","14","7","594","11","1356","5","2018","11","3","16","0","4","1","1373","163","462","54","1","716","31","41","254","1","65","945","0","769","787","497","18.0299","","2014-03-28 17:48:52"
"021002","Angkor Ban","347","347","1661","866","795","24.9","0","31.4","108.9","4.8","284","293","569","13","250","229","527","18","534","522","1096","31","446","19.6","18.7","20.6","51.6","235.4","1597","53","7","4","24.2","26","22.4","37.4","60","1.4","1.2","43","56.5","0.2","0.3","31.6","63.7","2.8","2","87.05","91.75","82.02","51.65","53.66","49.45","398","177","106","34","2","0","359","168","46","30","0","0","74","125","73","25","2","0","92","111","23","23","0","0","36","61","6","7","5","43","53","12","2","5","74.78","74.29","75.32","92.68","0.09","7.23","89.43","2.96","10.57","96.16","0.19","3.65","4.42","4.2","4.66","304","15","28","0","268","6","2","67","4","0","0","317","19","1","10","0","0","0","259","41","26","20","1","84","161","43","19","32","8","0","0","165","128","54","66.5917","tentative boundary","2014-03-28 17:48:52"
"210101","Angkor Borei","2580","2574","12184","6014","6170","254.8","0","14.6","97.5","4.7","2172","1618","3621","221","2064","1491","3804","302","4236","3109","7425","523","3233","20.5","19.3","21.7","64.1","374","11759","414","6","5","23","24.1","22","29.2","64.3","3.9","2.6","33.2","64.3","1.1","1.4","25.4","64.4","6.4","3.8","73.91","83.6","64.83","29.8","32.83","26.88","23","1660","1437","772","128","21","39","1881","1155","396","23","1","16","736","707","409","104","19","27","904","462","151","9","0","18","10","10","49","17","17","3","9","19","9","57.29","58.17","56.44","83.37","2.65","13.97","82.44","2.13","15.43","84.4","3.23","12.38","8.07","3.08","13.01","2519","20","34","1","502","46","17","771","51","1186","1","2348","135","3","81","2","5","0","2054","116","381","15","8","363","1004","114","33","31","849","98","82","993","970","611","47.8125","","2014-03-28 17:48:52"
"070102","Angkor Chey","1004","1002","4160","2010","2150","278.6","0","24.2","93.5","4.1","723","548","1161","126","658","534","1326","166","1381","1082","2487","292","1079","21.8","19.5","24.1","67.3","349.4","4160","0","0","0","23.4","24.8","22","28.5","61.5","6.3","3.7","33.3","63.3","2.1","1.3","24.4","59.9","9.9","5.8","75.78","83.76","68.9","30.74","33.37","28.37","5","552","463","380","42","4","7","592","448","313","38","1","5","214","250","222","29","3","5","297","212","151","26","1","2","0","0","6","3","3","0","3","4","0","64.54","62.54","66.32","94.85","0.09","5.06","92.03","0.09","7.88","97.23","0.08","2.69","0.13","0.09","0.16","973","1","28","0","7","3","0","270","0","722","0","983","9","6","1","0","3","0","865","40","89","8","0","0","30","74","113","0","785","0","0","68","294","640","14.9299","","2014-03-28 17:48:52"
"070509","Angkor Meas","1425","1421","6752","3240","3512","362.4","0","30.7","92.3","4.7","1315","916","1839","86","1344","889","2038","130","2659","1805","3877","216","1766","18.1","17.3","19","74.2","424.1","6719","5","28","0","22.3","23.1","21.6","28.8","64","5.3","1.9","32.8","65.5","0.9","0.8","25.2","62.7","9.2","2.8","70.54","82.23","60.15","33.44","36.43","30.71","7","1161","746","295","34","6","9","1190","610","166","25","2","5","447","286","111","25","5","6","442","165","36","8","0","13","2","13","55","10","13","5","12","43","8","64.1","61.71","66.27","93.91","1.44","4.65","91.37","1.73","6.91","96.05","1.2","2.75","1.8","1.82","1.79","1396","2","20","3","21","44","7","910","0","439","0","1396","10","4","10","0","0","1","1269","52","9","90","1","4","308","110","660","1","338","0","0","306","402","713","18.6294","","2014-03-28 17:48:52"
"140901","Angkor Reach","2456","2450","10997","5288","5709","260.1","0","27.8","92.6","4.5","2045","1453","3040","203","1894","1340","3523","292","3939","2793","6563","495","2903","20.3","18.1","22.9","67.6","383.7","10982","7","6","2","24.6","25.3","23.9","32.3","61.8","4.8","1.1","36.1","62.2","1.2","0.5","29","61.5","7.9","1.7","76.11","88.93","65.22","34.66","38.79","30.91","32","1840","1210","786","14","5","40","2136","772","483","3","1","17","718","625","451","13","4","29","1016","312","266","2","0","13","8","7","28","3","13","3","3","21","5","62.51","58.51","66.1","91","1.4","7.6","87.69","1.54","10.77","93.64","1.29","5.07","0.15","0.15","0.15","2395","6","45","4","40","12","18","1280","4","1096","0","2405","9","1","31","1","1","2","1817","199","79","257","98","83","2296","16","15","5","12","0","23","1096","909","445","42.2722","","2014-03-28 17:48:52"
"140501","Angkor Sar","2332","2329","9314","4364","4950","302.6","0","38.3","88.2","4","1829","1172","2348","187","1753","945","2937","260","3582","2117","5285","447","2339","20.6","17.3","24.6","76.2","463.4","9294","0","19","1","22.6","23.5","21.6","24","66.6","7.7","1.7","29.4","68.2","1.9","0.6","19.8","65.4","12.3","2.5","82.69","91.52","75.7","32.32","37.88","27.52","16","1661","1121","414","16","1","30","2266","755","212","0","0","9","684","628","197","11","1","18","1346","374","101","0","0","17","11","3","25","11","23","7","8","24","7","66.07","61.04","70.38","95.74","0.49","3.77","92.54","0.69","6.76","98.12","0.34","1.54","0.14","0.14","0.14","2290","2","34","3","29","5","1","1205","5","1084","0","2292","9","4","11","0","12","1","2164","43","23","97","2","117","2053","12","20","17","37","0","73","1600","460","269","30.7787","","2014-03-28 17:48:52"
"141301","Angkor Tret","1899","1897","7829","3653","4176","165.1","0","30","87.5","4.1","1343","951","2136","174","1285","928","2675","216","2628","1879","4811","390","2215","22.3","19.9","24","62.7","370.2","7822","2","3","2","22.8","23.8","22.3","26.7","64.8","5.8","2.7","28.3","68.7","2.5","0.5","25.5","61.6","8.4","4.4","79.73","89.35","72.05","26.21","29.75","23.19","9","1269","956","440","19","5","8","1631","800","238","8","0","6","622","506","255","15","1","6","963","288","95","4","0","12","6","7","17","3","8","4","8","17","13","69.7","66.49","72.44","96.45","0.24","3.32","94.41","0.15","5.44","98.04","0.31","1.65","0.19","0.2","0.19","1864","3","29","1","21","17","3","254","6","1596","0","1873","5","1","6","0","8","4","1747","21","56","69","4","88","1768","1","6","2","6","0","26","1520","342","35","47.4157","","2014-03-28 17:48:52"
"031601","Anhchaeum","2837","2836","12198","5780","6418","198","0","24.5","90.1","4.3","2031","1449","3450","299","2048","1419","3986","384","4079","2868","7436","683","3388","21.9","20.6","23.1","64","375.7","12187","4","7","0","22.6","23.8","21.7","26.8","65.4","4.9","2.9","29.9","67.2","1.7","1.2","24.2","63.8","7.6","4.4","57.31","68.52","47.69","23.27","25.54","21.26","57","1879","1127","368","9","9","45","1835","872","207","7","1","42","873","445","205","5","6","40","846","193","52","1","0","24","8","5","27","6","40","3","10","22","9","67.4","67.78","67.05","96.57","0.76","2.67","95.3","1.04","3.66","97.71","0.52","1.78","0.67","0.67","0.68","2645","9","154","28","212","12","9","1865","5","732","1","2776","25","8","21","2","1","3","2654","28","112","21","21","125","634","172","1702","1","7","0","195","1472","926","438","61.6077","","2014-03-28 17:48:52"
"040101","Anhchanh Rung","1152","1147","5245","2404","2841","76.9","0","31.8","84.6","4.5","927","668","1386","91","911","646","1761","169","1838","1314","3147","260","1423","19.9","17.9","22.4","66.7","413.9","5242","1","1","1","23.2","24.9","22.1","35.5","53.1","8.9","2.5","39.6","58.2","1.5","0.7","32.4","49.2","14.6","3.9","80.16","87.27","74.72","33.33","38.09","29.38","8","974","521","223","9","0","15","1172","482","167","4","0","7","424","216","89","7","0","12","677","162","50","3","0","8","1","4","42","7","4","3","1","18","2","63.92","60.01","67.17","96.71","0.11","3.19","94.21","0.08","5.71","98.56","0.12","1.31","0.18","0.17","0.19","1133","0","12","2","6","2","0","1067","0","72","0","1140","1","2","0","0","0","4","1127","3","11","6","0","4","91","54","833","0","70","0","95","585","369","193","68.2352","","2014-03-28 17:48:52"
"190505","Anlong Chrey","412","409","2487","1203","1284","4","0","7.3","93.7","6","521","262","642","40","598","297","653","33","1119","559","1295","73","560","16.9","17.6","15.7","92","735.7","2487","0","0","0","21.7","23.6","20","26.9","67.5","4","1.5","29.8","67.9","1.5","0.9","24.1","67.2","6.6","2.2","45.18","58.36","32.07","26.29","25.86","26.73","2","419","77","28","1","0","4","293","47","13","0","0","2","176","34","13","1","0","1","82","6","0","0","0","8","1","1","10","0","2","6","2","3","1","61.82","63.85","59.81","93.63","3.57","2.8","88.25","6.95","4.8","99.3","0.15","0.7","0","0","0","406","0","2","1","4","10","0","16","0","3","376","408","0","0","0","0","0","1","400","6","2","1","0","7","235","14","69","1","83","0","0","8","303","98","621.607","","2014-03-28 17:48:52"
"190501","Anlong Phe","462","459","2631","1320","1311","10.5","0","6.1","100.7","5.7","615","299","668","37","557","292","718","36","1172","591","1386","73","631","16.7","15.4","17.5","89.8","665.6","2631","0","0","0","19.7","20.8","18.8","18","75.8","4.2","2","20.3","77.2","1.6","1","15.8","74.5","6.8","2.9","29.2","37.3","21.62","16.52","16.86","16.2","11","305","32","14","0","0","9","225","9","5","1","0","7","123","23","12","0","0","5","60","3","3","1","0","11","0","5","11","4","5","3","4","6","5","64.98","65.22","64.75","97.55","4.29","2.45","95.66","6.1","4.34","99.4","2.42","0.6","0","0","0","453","0","6","0","2","15","0","83","0","2","357","455","1","0","0","1","0","2","456","2","1","0","0","3","347","2","5","0","102","0","0","20","255","184","251.495","","2014-03-28 17:48:52"
"150603","Anlong Reab","655","654","3162","1656","1506","4.8","0","17.6","110","4.8","651","402","992","13","612","392","863","31","1263","794","1855","44","765","18.3","18.7","18","70.5","532","3147","0","14","1","23","25.1","20.6","28.7","66.5","2.9","1.9","33.9","64.1","0.9","1.1","22.8","69.1","5.3","2.8","75.09","84.68","64.32","25.41","26.12","24.63","38","639","326","105","4","0","45","554","191","36","3","0","9","280","179","80","1","0","16","211","79","19","1","0","12","2","4","55","4","10","1","3","15","2","69.06","68.4","69.78","94.03","0.06","5.92","91.43","0.11","8.46","96.85","0.28","3.15","0.06","0","0.12","591","3","60","0","7","20","7","402","1","217","0","635","13","0","1","0","5","0","601","1","3","49","0","4","7","1","6","1","612","9","14","26","110","518","655.374","","2014-03-28 17:48:52"
"080102","Anlong Romiet","864","857","4250","2120","2130","728.6","100","32.6","99.5","4.9","632","512","1407","81","516","482","1488","126","1148","994","2895","207","1248","22.3","21.1","23.6","46.8","310.1","4244","3","3","0","24.6","26","23.2","36.1","55.3","5.6","2.9","40.5","57.2","1.1","1.2","32.2","53.6","9.7","4.5","87.62","91.73","83.83","27.09","31.53","22.77","5","519","554","491","32","50","15","597","597","351","14","15","4","214","273","286","23","35","13","343","277","181","3","7","4","0","1","3","1","4","0","0","5","2","62.59","63.47","61.74","27.36","39.15","33.49","25.91","30.43","43.65","28.78","47.77","23.45","0.34","0.61","0.09","786","16","51","4","313","33","99","99","6","307","0","690","89","2","72","3","1","0","362","310","179","6","0","63","136","267","110","1","52","227","1","410","286","161","5.83335","","2014-03-28 17:48:52"
"020205","Anlong Run","948","947","4566","2344","2222","54.1","0","15.6","105.5","4.8","1024","632","1270","50","900","604","1265","57","1924","1236","2535","107","1053","17.3","16.3","18.2","80.1","559.4","4536","28","2","0","23.2","24.6","21.8","29.2","66.8","3.1","0.8","34.3","64.2","1","0.5","24.1","69.5","5.3","1.1","69.83","77.2","62.48","29.49","31","27.98","1","739","441","248","3","0","3","733","357","144","1","3","1","250","202","158","2","0","3","264","133","77","1","3","10","0","2","13","5","4","1","0","7","3","60.51","60.82","60.19","95.04","0.71","4.24","93.86","0.98","5.16","96.24","0.45","3.32","0.8","1.32","0.27","923","1","11","12","4","3","0","797","0","143","0","930","6","8","3","0","0","0","775","59","98","15","0","6","327","34","257","4","100","0","219","364","331","252","84.3882","","2014-03-28 17:48:52"
"170401","Anlong Samnar","2319","2313","12297","6124","6173","44.5","0","20.1","99.2","5.3","2196","1447","3751","177","2064","1363","3832","277","4260","2810","7583","454","3258","21","20.1","22","62.2","457.3","12216","3","1","77","25.1","26.3","23.8","33.6","60.5","4","1.9","37.3","60.5","1.4","0.8","30","60.5","6.6","2.9","72.45","76.09","68.97","20.78","21.38","20.2","79","2539","926","290","26","4","106","2611","745","224","19","1","48","1242","458","160","23","2","65","1381","282","86","16","1","27","7","7","39","11","24","11","7","24","15","68.69","70.12","67.29","92.52","0.7","6.79","92.74","0.88","6.38","92.29","0.52","7.19","0.06","0.06","0.06","2164","13","124","12","18","23","2","845","6","1418","1","2252","46","1","7","1","5","1","1923","152","22","115","101","26","7","5","14","3","2217","0","41","437","1083","793","276.424","","2014-03-28 17:48:52"
"150301","Anlong Tnaot","2071","2064","9606","4524","5082","116.2","0","30.9","89","4.6","1587","1237","2810","127","1574","1237","3218","290","3161","2474","6028","417","2588","20.5","19.1","22.2","59.4","376.7","9513","87","6","0","24.6","26.1","23.2","35.5","55","6.7","2.9","40.1","57.4","1.3","1.1","31.6","52.9","11.1","4.4","81.07","88.9","74.52","31.22","34.34","28.5","53","1446","982","732","131","34","88","1745","871","625","77","6","24","592","428","384","97","28","55","876","351","266","43","2","9","1","4","24","7","5","0","2","12","3","60.67","61.76","59.72","62.83","4.74","32.43","59.55","6.18","34.28","65.76","3.46","30.78","2.6","2.71","2.5","2001","20","43","0","772","14","91","1132","4","50","1","1762","268","8","25","0","1","0","1436","139","460","23","6","197","200","189","1030","78","78","267","25","796","405","863","82.6557","","2014-03-28 17:48:52"
