"old_shape_id","map_id","developer","adjustment_classification","dev_nationality","dev_address","intended_purpose","inv_intention","contract_duration_years","original_size_hectare","size_reference","contracting_authority","director","director_nationality","contract_date","sub_decree_granting_date","province","district","commune","municipality","land_conv","legal_documents","land_utilization_plan","eia_status","data_classification","reference","last_update","language","published_status"
"32","elc_gdc_37","Koh Kong Sugar Industry Co. Ltd.","No evidence of adjustment","Thai","205, 207, 209, Mao Tse Tong Boulevard, Sangkat Tuol Svay Prey, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry; Processing factory","Sugarcane;Other crops;Electricity","90","9700","MAFF","MAFF","Chamroon Chinthammit","Thai","2006-08-02","Not found","Koh Kong","Sre Ambel","Not found","Not found","Not found","<ul> <li>Letter No. 1314 KSK dated 17 March 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request land concession 15,000 hectares located in Sre Ambil District, Koh Kong Province for investment in plantation of Agro-industry (sugar cane), other crops and construct processing factory.</li> <li>Minute dated 12 April 2006 on study and evaluation on 15,000 hectares located in Sre Ambil District, Koh Kong Province for investment in plantation of Agro-industry (sugar cane), other crops and construct processing factory by Duty Free Shop Company.</li> <li>Report dated 24 April 2006 on the result of study and evaluation on 15,000 hectares located in Sre Ambil District, Koh Kong Province for investment in plantation of Agro-industry (sugar cane), other crops and construct processing factory bby Duty Free Shop Company.</li> <li>Letter No. 469 SCN dated 20 March 2006 by Council Minister on the principle approval for land concession 10,000 hectares located in Sre Ambil District, Koh Kong Province for investment in plantation of Agro-industry (sugar cane), other crops and construct processing factory byby Duty Free Shop Company.</li> <li>Letter No. 061/2006 dated 20 June 2006 by Duty Free Shop Company requested for revision the content of the contract.</li> <li>Letter No. 3334 KSK dated 26 August 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request for revision the content of the contract by Duty Free Shop and Koh Kong International Resort and Club Cambodia.</li> <li>Letter No. 1022 SCN dated 29 June 2006 by Council Minister on the principle approval for revision the content of the contract by Duty Free Shop and Koh Kong International Resort and Club Cambodia.</li> <li>Letter No. 1108 SCN dated 18 July 2006 by Council Minister on the principle approval for transferring the land concession in Botomsakor and Sre Ambil Districts, Koh Kong Province for investment in plantation of Agro-industry (sugar cane), other crops and construct processing factory from Duty Free Shop to Koh Kong Sugar Industry Limited.</li> <li>Letter No. 85 SBT dated 18 July 2006 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 02 August 2006 with Ministry of Agriculture, Forestry, and Fisheries.</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Equitable_Cambodia_Bittersweet_Harvest_Final__2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Koh_Kong_Sugar_Industry_Company_Limited_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Koh_Kong_Sugar_Company__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Koh_Kong_Sugar_Company_Limited__02.08.2006.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Equitable_Cambodia_Bittersweet_Harvest_Final__2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Koh_Kong_Sugar_Industry_Company_Limited_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Koh_Kong_Sugar_Company__21.06.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Koh_Kong_Sugar_Company_Limited__02.08.2006.pdf;</ul>","2015-10-05 00:00:00","English","1"
"11","elc_gdc_16","Kol Veasna Investment Co. Ltd. (previously An Mady Group Co. Ltd.)","No evidence of adjustment","Cambodian","462, B52, Preah Monivong Boulevard, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh","Agro-industry","Unspecified crops;Animal husbandry","70","9863","MEF","MEF","An Mady","Cambodian","2005-05-09","Not found","Kampong Thom","Prasat Ballang","Not found","Not found","Not found","<ul> <li>Minute of the study and evaluation on proposal of land concession 9,863 hectares in Balang District, Kampong Thom for investment Agro-industry plantation and animal husbandry dated 05 October 2004.</li> <li>Report on the result of the study and evaluation on proposal of land concession 9,863 hectares in Balang District, Kampong Thom for investment Agro-industry plantation and animal husbandry dated 11 October 2004. </li> <li>Letter No. 5996/1354 KSK.PPK dated 28 December 2004, Ministry of Agriculture, Forestry and Fisheries, of land concession 9,863 hectares in Balang District, Kampong Thom for investment Agro-industry plantation and animal husbandry.</li> <li>Letter No. 112 SCN dated 20 January 2005, Council of Minister, on provisional permission for providing land concession 9,863 hectares for investment Agro-industry plantation and animal husbandry.</li> <li>Letter No. 1662/347 KSK.PPK dated 04 April 2005, Ministry of Agriculture, forestry and Fisheries, on request of right from the Royal Government of Cambodia for signing contract of land concession 9,863 hectares in Balang District, Kampong Thom for investment Agro-industry plantation and animal husbandry.</li> <li>Letter No. 20 SBT dated 11 April 2005, Royal Government of Cambodia on delegation of right to Minister of Agriculture, forestry and Fisheries, for signing contract with the company.</li> <li>Signed contract with Ministry of Agriculture, Forestry and Fisheries on 09 May 2005.</li> <li>Minute of study and identification of boundary and the area that concerned with the people in land concession area, dated 06 July 2005.</li> <li>Report of the result of study and identification of boundary and the area that concerned with the people in land concession area, dated 11 July 2005.</li> <li>Letter No. 385/044 KSK.PPK dated 25 January 2006, Ministry of Agriculture, Forestry and Fisheries, on master plan for investment Agro-industry plantation and animal husbandry.</li> </ul>
","6 years: <ul> <li>year 1: 700 hectars</li> <li>year 2: 1,500 hectars</li> <li>year 3: 1,663 hectars</li> <li>year 4: 2,000 hectars</li> <li>year 5: 2,000 hectars</li> <li>year 6: 2,000 hectars</li> </ul>
","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/An_Mady_Group__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/An_Mady_Group__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"225","elc_od_294","Krek Rubber Kampong Cham","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","4527","Not found","Not found","Not found","Not found","2008-09-23","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Krek_Rubber_Kampong_Cham__08.04.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Krek_Rubber_Kampong_Cham__08.04.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"70","elc_gdc_98","Land & Developing (Cambodia) Co. Ltd.","No evidence of adjustment","Chinese","100A St. 230, Sangkat Phsar Daeum Kor, Khan Tuol Kouk, Phnom Penh, Cambodia","Agro-industry","Rubber;Acacia","70","7000","MAFF","MAFF","Dong Tun Ye","Chinese","2008-12-08","Not found","Mondulkiri","Pech Chreada;Keo Seima","Chong Phlah;Pu Chrey","Not found","Not found","<ul> <li>Letter No. 006/2008 dated 09 March 2008, by Company.</li> <li>Result on site survey dated 09 June 2008.</li> <li>Letter No. 3298/322 KSK dated 24 June 2008 by Ministry of Agriculture, Forestry and Fisheries, on provision 7,000 hectares of economic land concession located in Chong Plas Commune, Keoseyma District and Pu Chry Commune, Pech Chreada District, Mondulkiri Province.</li> <li>Letter No. 881 SCN dated 25 June 2008 by Council Minister.</li> <li>Letter No. 3651/373 KSK.NP.PK dated 16 July 2008 by Ministry of Agriculture, Forestry, and Forestry on requesting on full power delegation.</li> <li>Letter No. 63 SBT dated 21 July 2008 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 08 December 2008 with Ministry of Agriculture, Forestry, and Fisheries</li> </ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Land_Developing_Cambodia_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Land_and_Developing__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Land_Developing_Cambodia_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Land_and_Developing__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"193","elc_gdc_281","Lim Royal Joint Stock Company Ltd.","No evidence of adjustment","Not found","12 St. 546 corner St. 313, Sangkat Boeung Keng Kang 1, Khan Tuol Kouk, Phnom Penh, Cambodia","Agro-industry","Unspecified crops","70","9068","Not found","Not found","Xu Kui Xue","Not found","Not found","41067","Mondulkiri","Pech Chreada;Koh Nhek","Not found","Not found","Phnom Prich Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Lim_Royal_Joint_Stock_Company_Limited__09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_249__12.12.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_79__07.06.2012.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Lim_Royal_Joint_Stock_Company_Limited__09.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_249__12.12.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_79__07.06.2012.pdf;</ul>","2015-10-05 00:00:00","English","1"
"143","elc_gdc_213","LYP Group Co. Ltd","No evidence of adjustment","Cambodian","205-209, Mao Tse Toung Boulevard, Sangkat Tuol Svay Prey, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry","Cassava","90","4100","Not found","Not found","Ly Yong Phat","Cambodian","Not found","40281","Koh Kong","Not found","Not found","Not found","Botum Sakor National Park","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_38__13.04.2010.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_31__12.03.2010.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_38__13.04.2010.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_31__12.03.2010.pdf;</ul>","2015-10-05 00:00:00","English","1"
"224","elc_od_293","LYP Group Co. Ltd (Chub Rubber)","No evidence of adjustment","Not found","205-209, Mao Tse Toung Boulevard, Phnom Penh, Cambodia","Agro-industry","Sugarcane;Rubber","0","15634","Not found","Not found","Not found","Not found","2009-02-12","Not found","Koh Kong;Oddar Meanchey","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Chub_Rubber_LYP_Group__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Chub_Rubber_LYP_Group__09.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Chub_Rubber_LYP_Group__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Chub_Rubber_LYP_Group__09.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"230","elc_od_299","LYP Kiri Sakor Koh Kong SEZ","No evidence of adjustment","Not found","Not found","Agro-industry","Not found","0","12000","Not found","Not found","Not found","Not found","2008-09-05","Not found","Koh Kong","Not found","Not found","Not found","Not found","Not found","Not found","Not found","Other data","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_LYP_Kiri_Sakor_Koh_Kong_SEZ__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/LYP_Group_Brochure__06.09.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_LYP_Kiri_Sakor_Koh_Kong_SEZ__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/LYP_Group_Brochure__06.09.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"168","elc_gdc_239","Mega First Corporation Berhad (MFCB)","No evidence of adjustment","Malaysian","215, Norodom Boulevard, Sangkat Tonle Bassac, Khan Chamkar Morn, Phnom Penh, Cambodia","Agro-industry​; Infrastructure","Other crops;Eco-tourism;Special economic zone","90","9477","Not found","Not found","Mr.Goh Nan Yang","Malaysian [Developer website], Singaporean [MoC website]","Not found","41017","Mondulkiri","Not found","Not found","Not found","Phnom Namlear Wildlife Sanctuary","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_61__18.04.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_85__07.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Annual_Report_Mega_First_Corporation_Berhad__00.00.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mega_First_Corporation_Berhad_MOC__31.05.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_61__18.04.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_85__07.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Annual_Report_Mega_First_Corporation_Berhad__00.00.2013.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mega_First_Corporation_Berhad_MOC__31.05.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"71","elc_gdc_99","Mega Star Investment and Forestry Development","No evidence of adjustment","Vietnamese","06, National Road 6A, Sangkat Chrouy Changvar, Khan Ruessei Kaev, Phnom Penh, Cambodia","Agro-industry","Rubber","70","8000","MAFF","MAFF","Nguyen Trung Kien","Vietnamese","2009-07-31","Not found","Kratie","Kratie","Sambok;Changkrang","Not found","Not found","<ul><li>Proposal by the company dated 25 July 2008</li> <li>Result of study on the proposed site dated 26 August 2008.</li> <li>Letter No. 1205 SCN dated 26 September 2008 by Council Minister</li> <li>Letter No. 67 SBT dated 23 July 2009 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 31 July 2009 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mega_Star_Investment_and_Forest_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/MegaStar_Inv_Forestry_Dev__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mega_Star_Investment_and_Forest_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/MegaStar_Inv_Forestry_Dev__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"394","elc_od_227","Memot Rubber Plantation Co. Ltd.","No evidence of adjustment","Not found","210 St.63, Sangkat Boeung Keng Kang 1, Khan Chamkarmorn, Phnom Penh, Cambodia","Agro-industry","Rubber","0","9855","Not found","Not found","Seng Touch / Lim Sunleang","Cambodian","2010-09-28","40100","Kratie","Snuol","Not found","Not found","Snuol Wildlife Sanctuary","Not found","Not found","[2012] Initial Environmental Impact Assessment","Government data partial","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_173__14.10.2009.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Memot_Rubber_Plantation_Co_Ltd__10.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_NGOF__09.11.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_received_by_NGOF_September_2013.xlsx;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Memot_Rubber_Plantation__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sarika_Memot_Rubber_Plantation__07.06.2014.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_173__14.10.2009.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Memot_Rubber_Plantation_Co_Ltd__10.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_NGOF__09.11.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/List_of_EIAs_received_by_NGOF_September_2013.xlsx;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Licadho_Memot_Rubber_Plantation__08.04.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sarika_Memot_Rubber_Plantation__07.06.2014.pdf;</ul>","2015-10-05 00:00:00","English","1"
"37","elc_gdc_43","Men Sarun Import Export","No evidence of adjustment","Cambodian","12, Mao Tse Tong Boulevard, Sangkat Tonle Basak, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry","Rubber;Cassava;Acacia;Cashew","70","4400","MAFF","MAFF","Men Sarun","Cambodian","2006-02-10","Not found","Kampong Cham","Memot","Not found","Not found","Not found","<ul><li>Letter No. 205/04 dated 26 October 2004 on the request 4,000 hectares of concession land for investment in Rubber plantation and additional crops located in Memut district, Kampong Cham Province.</li> <li>Letter No. 4364/918 KSK.NP.PK dated 25 August 2005 by Ministry of Agriculture, Forestry, and Fisheries, on the request 4,000 hectares of concession land for investment in Rubber plantation and additional crops in Memut district, Kampong Cham Province, by Men Sarun Import Export Company.</li> <li>Letter No. 1441 SCN dated 01 September 2005 by Council Minister on the principle approval for 4,400 hectares of concession land located in Memut district, Kampong Cham Province for investment in Rubber plantation</li> <li>Minute dated 24 December 2005 on study for identification of boundary, investigate on concerned area in land concession 4,400 hectares for investment in Rubber plantation located in Memut district, Kampong Cham Province.</li> <li>Report dated 30 December 2005 on study for identification of boundary, investigate on concerned area in land concession 4,400 hectares for investment in Rubber plantation located in Memut district, Kampong Cham Province.</li> <li>Letter No. 242/019 KSK. NP.PK dated 16 January 2006 by Ministry of Agriculture, Forestry, and Fisheries on the request of Full Power Delegation.</li> Letter No. 03 SBT dated 08 January 2006 by Royal Government on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company <li>Signed the contract on 10 February 2006 with Ministry of Agriculture, Forestry, and Fisheries.</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Men_Sarun_Import_Export_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Men_Sarun_Import_Export__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Men_Sarun_Import_Export_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Men_Sarun_Import_Export__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"72","elc_gdc_100","Mo Hy Pa Masu Orn Kampuchea Co. Ltd.","No evidence of adjustment","Malaysian","315, Mao Tse Tong Boulevard, Sangkat Phsar Daeum Kor, Khan Tuol Kouk, Phnom Penh, Cambodia","Agro-industry","Rubber;Jatropha","70","7800","MAFF","MAFF","Mac Ngan Boon","Malaysian","2010-01-29","Not found","Mondulkiri","Keo Seima","Chong Phlah","Not found","Not found","<ul><li>Application for investment dated 15 February 2007.</li> <li>Report of the result of study and identification of boundary and the concerned area in land concession, dated 07 July 2008.</li> <li>Letter No. 446 SCN dated 27 March 2008 by Council Minister.</li> <li>Letter No. 29 SCN dated 11 January 2010 by council Minister.</li> <li>Letter No. 56 SBT dated 12 June 2009 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 29 January 2010 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mo_Hy_Pa_Masu_Orn_Kampuchea_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/MO_HY_PA_MASU_ORN_Kampuchea__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mo_Hy_Pa_Masu_Orn_Kampuchea_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/MO_HY_PA_MASU_ORN_Kampuchea__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"73","elc_gdc_101","Mondul Agri-Resource Co. Ltd.","No evidence of adjustment","Malaysian","53D St. 70, Sangkat Srah Chak, Khan Doun Penh, Phnom Penh, Cambodia","Agro-industry","Rubber","70","9100","MAFF","MAFF","Khov Kulim","Cambodian","2009-09-25","Not found","Mondulkiri","Koh Nhek","Not found","Not found","Not found","<ul><li>Proposal by company dated 09 June 2008</li> <li>Result of study on the proposed site dated 03 November 2008.</li> <li>Letter No. 1708 SCN dated 26 December 2008 by Council Minister</li> <li>Letter No. 97 SBT dated 14 September 2009 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 25 September 2009 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/FIDH_Report_Cambodia_SOCFIN_KCD_MAFF__00.10.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mondul_Agri_Resource__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/FIDH_Report_Cambodia_SOCFIN_KCD_MAFF__00.10.2011.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mondul_Agri_Resource__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
"85","elc_gdc_117","Mong Reththy Investment Cassava Cambodia Co.,Ltd","No evidence of adjustment","Cambodian","130, Preah Sihanouk Boulevard, Sangkat Boeung Keng Kang 1, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry; Processing factory","Cassava;Processing plant","70","1800","MAFF","MAFF","Mong Reththy","Cambodian","2000-03-18","Not found","Preah Sihanouk","Prey Nob","Not found","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mong_Reththy_Investment_Cassava_Cambodia_Co_Ltd__14.08.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mong_Reththy_Investment_Cassava_Cambodia_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mong_Reththy_Investment_Cassava_Cambodia_Co_Ltd__14.08.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Mong_Reththy_Investment_Cassava_Cambodia_Co_Ltd_in_MAFF_Statistic__08.06.2012.pdf;</ul>","2015-10-05 00:00:00","English","1"
"133","elc_gdc_201","NK Agri (Cambodia) Ltd.","No evidence of adjustment","Not found","AA14 St.99, Sangkat Boeung Trobek, Khan Chamcarmorn, Phnom Penh","Agro-industry","Sugarcane;Other crops","0","8892","MEF","MEF","Kumar Arunachalammoman","Not found","2010-11-11","40486","Kratie","Sambor","Koh Khnher;Kbal Damrei;Sandan","Not found","Not found","Not found","Not found","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/NK_Agri_Cambodia_Ltd_Amendment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/NK_Agri_Cambodia_Limited_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_142__04.11.2010.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/NK_Agri_Cambodia_Ltd_Amendment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/NK_Agri_Cambodia_Limited_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/Sub_Decree_No_142__04.11.2010.pdf;</ul>","2015-10-05 00:00:00","English","1"
"74","elc_gdc_102","NK Ventures (Cambodia) Ltd.","No evidence of adjustment","Indian","AA14 St. 99, Sangkat Boeung Trabaek, Khan Chamkar Mon, Phnom Penh, Cambodia","Agro-industry","Sugarcane","70","1200","MAFF","MAFF","Nandaa Kumar Usha","Indian","2010-01-27","Not found","Svay Rieng","Romeas Hek","Kokir;Ampil","Not found","Not found","<ul><li>Application for investment dated 03 June 2009.</li> <li>Result of study on the proposed site dated 29 July 2009.</li> <li>Letter No. 1153 SCN dated 25 August 2009 by Council Minister</li> <li>Letter No. 121 SBT dated 17 November 2009 by Royal Government of Cambodia on the full power delegation to Minister of Ministry of Agriculture, Forestry, and Forestry to sign the contract with company.</li> <li>Signed the contract on 27 January 2010 with Ministry of Agriculture, Forestry, and Fisheries</li></ul>
","Included in master plan","Not found","Government data complete","http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/N_K_Ventures_Cambodia_Ltd_Amendment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/NK_Venture_Cambodia_Limited_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/N_K_Venture_Cambodia__21.06.2011.pdf;<ul>http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/N_K_Ventures_Cambodia_Ltd_Amendment_13.06.2014.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/NK_Venture_Cambodia_Limited_in_MAFF_Statistic__08.06.2012.pdf;http://www.opendevelopmentcambodia.net/en/pdf-viewer/?pdf=references/N_K_Venture_Cambodia__21.06.2011.pdf;</ul>","2015-10-05 00:00:00","English","1"
